,STORYNUMBER,CODER,YEAR,PUBLICATIONDATE,URL,PUBLISHER,STORYTYPE,STORYTOPIC,STORYGENERICFRAMESDOMINANT,STORYGENERICFRAMESSECONDARY,STORYEMOTIONALFRAMES,STORYCONTAINSFALSESTATEMENT,STORYCLAIMSANOTHERSOURCEISFALSE,STORYFACTCHECKSTWEET,SENSATIONALISM,src_expert,src_opponent,src_otherpolitician,src_privatecitizen,src_media,src_other,NUMBEROFTWEETSBYCANDIDATES,NUMBEROFTWEETSFROMOTHERS,TWEETBY,TWEETPRESENTATION,TWEETGENERICFRAMESDOMINANT,TWEETGENERICFRAMESSECONDARY,TWEETEMOTIONALFRAMES,TWEETCONTAINSFALSESTATEMENT,TWEETCLAIMSSOMETHINGELSEISFALSE,TWEETTOPIC,TWEETROLETOTHESTORY,STORYROLETOTWEET,filter_$,SRC_TOTAL,PUBLISHERYEAR
318,1628.0,1.0,2016,,https://www.cnn.com/2016/09/23/politics/clinton-calls-for-charlotte-to-release-shooting-video-without-delay/index.html,cnn,soft news,policy issue,conflict,responsibility,negative,no,no,no,no,no,yes,no,yes,no,yes,1.0,0.0,biden,embedded_cited,responsibility,,negative,no,no,policy issue,trigger,amplifies the tweet,,,cnn2016
319,1629.0,1.0,2016,,https://www.cnn.com/2016/09/23/politics/ted-cruz-endorses-donald-trump/index.html,cnn,soft news,endorsement,conflict,,negative,no,no,no,yes,no,yes,yes,no,no,yes,2.0,1.0,trump,embedded_paraphrased,conflict,,negative,no,no,attack,illustration,neutral,,,cnn2016
320,1629.0,1.0,2016,,https://www.cnn.com/2016/09/23/politics/ted-cruz-endorses-donald-trump/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded,conflict,,negative,no,no,attack,illustration,neutral,,,cnn2016
321,1630.0,1.0,2016,,https://www.cnn.com/2016/09/23/politics/worst-things-donald-trump-ted-cruz-said-about-each-other/index.html,cnn,soft news,attack,conflict,,negative,no,no,no,no,no,yes,yes,no,no,no,4.0,1.0,trump,embedded_cited,conflict,,negative,no,no,attack,illustration,ctiticizes the tweet,,,cnn2016
322,1630.0,1.0,2016,,https://www.cnn.com/2016/09/23/politics/worst-things-donald-trump-ted-cruz-said-about-each-other/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded,conflict,,negative,yes,no,attack,illustration,ctiticizes the tweet,,,cnn2016
323,1630.0,1.0,2016,,https://www.cnn.com/2016/09/23/politics/worst-things-donald-trump-ted-cruz-said-about-each-other/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,conflict,,negative,yes,no,attack,illustration,ctiticizes the tweet,,,cnn2016
324,1630.0,1.0,2016,,https://www.cnn.com/2016/09/23/politics/worst-things-donald-trump-ted-cruz-said-about-each-other/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,conflict,,negative,yes,no,attack,illustration,ctiticizes the tweet,,,cnn2016
325,1631.0,1.0,2016,,https://www.cnn.com/2016/09/24/politics/donald-trump-gennifer-flowers-hillary-clinton-debate/index.html,cnn,soft news,attack,conflict,morality,negative,no,yes,yes,yes,no,yes,no,no,2.0,yes,2.0,0.0,trump,cited,conflict,,negative,no,no,attack,illustration,ctiticizes the tweet,,,cnn2016
326,1631.0,1.0,2016,,https://www.cnn.com/2016/09/24/politics/donald-trump-gennifer-flowers-hillary-clinton-debate/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,cited,conflict,,negative,yes,no,attack,illustration,ctiticizes the tweet,,,cnn2016
327,1632.0,1.0,2016,,https://www.cnn.com/2016/09/27/politics/donald-trump-climate-change-kellyanne-conway/index.html,cnn,soft news,policy issue,morality,,negative,no,yes,yes,no,no,no,no,no,no,yes,1.0,0.0,trump,paraphrased,responsibility,,negative,yes,yes,policy issue,illustration,ctiticizes the tweet,,,cnn2016
328,1633.0,1.0,2016,,https://www.cnn.com/2016/09/27/politics/donald-trump-women-problems/index.html,cnn,soft news,attack,conflict,,negative,no,yes,yes,yes,no,yes,no,no,yes,yes,9.0,0.0,trump,embedded,conflict,,negative,no,no,attack,illustration,ctiticizes the tweet,,,cnn2016
329,1633.0,1.0,2016,,https://www.cnn.com/2016/09/27/politics/donald-trump-women-problems/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded,conflict,,negative,no,no,attack,illustration,ctiticizes the tweet,,,cnn2016
330,1633.0,1.0,2016,,https://www.cnn.com/2016/09/27/politics/donald-trump-women-problems/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded,conflict,,negative,no,no,attack,illustration,ctiticizes the tweet,,,cnn2016
331,1633.0,1.0,2016,,https://www.cnn.com/2016/09/27/politics/donald-trump-women-problems/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded,conflict,,negative,no,no,attack,illustration,ctiticizes the tweet,,,cnn2016
332,1633.0,1.0,2016,,https://www.cnn.com/2016/09/27/politics/donald-trump-women-problems/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded,conflict,,negative,no,no,attack,illustration,ctiticizes the tweet,,,cnn2016
333,1633.0,1.0,2016,,https://www.cnn.com/2016/09/27/politics/donald-trump-women-problems/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded,conflict,,negative,no,no,attack,illustration,ctiticizes the tweet,,,cnn2016
334,1633.0,1.0,2016,,https://www.cnn.com/2016/09/27/politics/donald-trump-women-problems/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded,conflict,,negative,no,no,attack,illustration,ctiticizes the tweet,,,cnn2016
335,1633.0,1.0,2016,,https://www.cnn.com/2016/09/27/politics/donald-trump-women-problems/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded,conflict,,negative,no,no,attack,illustration,ctiticizes the tweet,,,cnn2016
336,1633.0,1.0,2016,,https://www.cnn.com/2016/09/27/politics/donald-trump-women-problems/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,responsibility,,negative,no,no,policy issue,illustration,ctiticizes the tweet,,,cnn2016
337,1634.0,1.0,2016,,https://www.cnn.com/2016/09/27/politics/winner-presidential-debate-takeaways/index.html,cnn,soft news,horserace,conflict,,negative,no,yes,yes,no,no,yes,no,no,no,no,1.0,0.0,trump,cited_paraphrased,responsibility,,negative,yes,yes,policy issue,illustration,ctiticizes the tweet,,,cnn2016
338,1639.0,1.0,2016,,https://www.cnn.com/2016/10/06/politics/hillary-clinton-donald-trump-hurricane-matthew/index.html,cnn,soft news,campaign event or info,conflict,,negative,no,no,no,no,no,no,yes,no,no,yes,2.0,0.0,trump,embedded_cited,human interest,,positive,no,no,other,illustration,neutral,,,cnn2016
339,1639.0,1.0,2016,,https://www.cnn.com/2016/10/06/politics/hillary-clinton-donald-trump-hurricane-matthew/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,biden,embedded_cited,human interest,,3.0,no,no,other,illustration,neutral,,,cnn2016
340,1640.0,1.0,2016,,https://www.cnn.com/2016/10/07/politics/chance-the-rapper-hillary-clinton-donald-trump/index.html,cnn,soft news,endorsement,human interest,,positive,no,no,no,no,no,no,no,no,no,yes,1.0,0.0,biden,embedded_paraphrased,human interest,,positive,no,no,endorsement,illustration,amplifies the tweet,,,cnn2016
341,1642.0,1.0,2016,,https://www.cnn.com/2016/10/07/politics/donald-trump-respect-women/index.html,cnn,soft news,character traits,conflict,,negative,no,yes,yes,no,no,no,no,yes,yes,yes,1.0,0.0,trump,cited,human interest,,positive,no,no,character traits,non-primary source,neutral,,,cnn2016
342,1643.0,1.0,2016,,https://www.cnn.com/2016/10/07/politics/donald-trump-women-vulgar/index.html,cnn,soft news,scandal,responsibility,conflict,negative,no,no,no,yes,no,no,no,no,4.0,no,2.0,0.0,trump,embedded,morality,,negative,no,no,scandal,illustration,amplifies the tweet,,,cnn2016
343,1643.0,1.0,2016,,https://www.cnn.com/2016/10/07/politics/donald-trump-women-vulgar/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,cited,human interest,,3.0,no,no,other,non-primary source,neutral,,,cnn2016
344,1649.0,1.0,2016,,https://www.cnn.com/2016/10/10/politics/locker-room-talk-athletes-respond-trnd/index.html,cnn,soft news,character traits,conflict,morality,negative,no,no,no,yes,no,no,no,no,no,yes,1.0,0.0,trump,embedded,morality,,positive,no,no,character traits,trigger,ctiticizes the tweet,,,cnn2016
345,1650.0,1.0,2016,,https://www.cnn.com/2016/10/10/politics/mike-pence-donald-trump/index.html,cnn,soft news,campaign event or info,conflict,,negative,no,no,no,no,no,no,yes,no,yes,no,1.0,0.0,pence,cited,human interest,,positive,no,no,endorsement,illustration,neutral,,,cnn2016
346,1654.0,1.0,2016,,https://www.cnn.com/2016/10/10/politics/presidential-debate-takeaways/index.html,cnn,soft news,campaign event or info,conflict,,negative,no,no,no,no,no,no,yes,no,yes,no,1.0,,pence,cited,human interest,,positive,no,no,endorsement,illustration,neutral,,,cnn2016
347,1655.0,1.0,2016,,https://www.cnn.com/2016/10/10/politics/ruth-bader-ginsburg-colin-kaepernick/index.html,cnn,soft news,other,conflict,,negative,no,no,no,no,no,no,yes,no,no,no,1.0,0.0,trump,cited,conflict,,negative,no,no,attack,non-primary source,neutral,,,cnn2016
348,1658.0,1.0,2016,,https://www.cnn.com/2016/10/11/politics/donald-trump-paul-ryan-tweets/index.html,cnn,soft news,attack,conflict,,negative,no,no,no,no,no,yes,yes,no,no,no,6.0,0.0,trump,embedded_cited,conflict,,negative,no,no,attack,trigger,amplifies the tweet,,,cnn2016
349,1658.0,1.0,2016,,https://www.cnn.com/2016/10/11/politics/donald-trump-paul-ryan-tweets/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,conflict,,negative,no,no,attack,trigger,amplifies the tweet,,,cnn2016
350,1658.0,1.0,2016,,https://www.cnn.com/2016/10/11/politics/donald-trump-paul-ryan-tweets/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,conflict,,negative,no,no,attack,trigger,amplifies the tweet,,,cnn2016
351,1658.0,1.0,2016,,https://www.cnn.com/2016/10/11/politics/donald-trump-paul-ryan-tweets/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,conflict,,negative,no,no,attack,trigger,amplifies the tweet,,,cnn2016
352,1658.0,1.0,2016,,https://www.cnn.com/2016/10/11/politics/donald-trump-paul-ryan-tweets/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,conflict,,negative,no,no,attack,trigger,amplifies the tweet,,,cnn2016
353,1658.0,1.0,2016,,https://www.cnn.com/2016/10/11/politics/donald-trump-paul-ryan-tweets/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,conflict,,negative,no,no,attack,trigger,amplifies the tweet,,,cnn2016
354,1662.0,1.0,2016,,https://www.cnn.com/2016/10/11/politics/trump-stern-mike-tyson/index.html,cnn,soft news,scandal,conflict,morality,negative,no,no,no,yes,no,no,no,no,no,no,1.0,0.0,trump,cited,human interest,,positive,no,no,endorsement,trigger,ctiticizes the tweet,,,cnn2016
355,1663.0,1.0,2016,,https://www.cnn.com/2016/10/12/politics/donald-trump-women-new-york-times-report/index.html,cnn,soft news,scandal,conflict,morality,negative,no,yes,yes,yes,no,no,no,no,yes,no,2.0,0.0,trump,cited,conflict,,negative,no,yes,media,illustration,ctiticizes the tweet,,,cnn2016
356,1672.0,1.0,2016,,https://www.cnn.com/2016/10/16/opinions/trump-tweets-snl-obeidallah/index.html,cnn,soft news,attack,conflict,morality,negative,no,no,no,no,no,no,no,no,no,no,1.0,0.0,trump,cited,conflict,,negative,no,no,media,trigger,ctiticizes the tweet,,,cnn2016
357,1673.0,1.0,2016,,https://www.cnn.com/2016/10/17/politics/juanita-broaddrick-donald-trump-hillary-clinton-2016-election/index.html,cnn,soft news,scandal,conflict,,negative,no,no,no,yes,no,no,no,yes,no,no,1.0,1.0,biden,embedded_cited,conflict,,negative,no,no,scandal,illustration,neutral,,,cnn2016
358,1674.0,1.0,2016,,https://www.cnn.com/2016/10/17/politics/kellyanne-conway-donald-trump-2016-election/index.html,cnn,soft news,scandal,conflict,,negative,no,yes,yes,no,no,no,yes,no,yes,no,1.0,0.0,trump,embedded_cited,conflict,,negative,yes,no,attack,illustration,ctiticizes the tweet,,,cnn2016
359,1676.0,1.0,2016,,https://www.cnn.com/2016/10/18/politics/donald-trump-rigged-vote-twitter-2012/index.html,cnn,soft news,attack,conflict,morality,negative,no,yes,yes,yes,no,no,no,no,no,no,15.0,0.0,trump,cited_linked,responsibility,,negative,yes,no,attack,trigger,ctiticizes the tweet,,,cnn2016
360,1676.0,1.0,2016,,https://www.cnn.com/2016/10/18/politics/donald-trump-rigged-vote-twitter-2012/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,cited_linked,responsibility,conflict,negative,yes,yes,policy issue,trigger,ctiticizes the tweet,,,cnn2016
361,1676.0,1.0,2016,,https://www.cnn.com/2016/10/18/politics/donald-trump-rigged-vote-twitter-2012/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,paraphrased_linked,conflict,,negative,yes,no,attack,trigger,ctiticizes the tweet,,,cnn2016
362,1676.0,1.0,2016,,https://www.cnn.com/2016/10/18/politics/donald-trump-rigged-vote-twitter-2012/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,responsibility,,negative,yes,no,attack,trigger,ctiticizes the tweet,,,cnn2016
363,1676.0,1.0,2016,,https://www.cnn.com/2016/10/18/politics/donald-trump-rigged-vote-twitter-2012/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,conflict,,negative,yes,no,other,trigger,ctiticizes the tweet,,,cnn2016
364,1676.0,1.0,2016,,https://www.cnn.com/2016/10/18/politics/donald-trump-rigged-vote-twitter-2012/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded,conflict,,negative,yes,no,other,trigger,ctiticizes the tweet,,,cnn2016
365,1676.0,1.0,2016,,https://www.cnn.com/2016/10/18/politics/donald-trump-rigged-vote-twitter-2012/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,linked,conflict,,negative,no,no,attack,trigger,ctiticizes the tweet,,,cnn2016
366,1676.0,1.0,2016,,https://www.cnn.com/2016/10/18/politics/donald-trump-rigged-vote-twitter-2012/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,conflict,,negative,yes,no,other,trigger,ctiticizes the tweet,,,cnn2016
367,1676.0,1.0,2016,,https://www.cnn.com/2016/10/18/politics/donald-trump-rigged-vote-twitter-2012/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,cited_linked,conflict,,negative,yes,yes,attack,trigger,ctiticizes the tweet,,,cnn2016
368,1676.0,1.0,2016,,https://www.cnn.com/2016/10/18/politics/donald-trump-rigged-vote-twitter-2012/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,conflict,,negative,yes,yes,attack,trigger,ctiticizes the tweet,,,cnn2016
369,1676.0,1.0,2016,,https://www.cnn.com/2016/10/18/politics/donald-trump-rigged-vote-twitter-2012/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,conflict,,negative,yes,yes,attack,trigger,ctiticizes the tweet,,,cnn2016
370,1676.0,1.0,2016,,https://www.cnn.com/2016/10/18/politics/donald-trump-rigged-vote-twitter-2012/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,conflict,,negative,no,no,other,trigger,ctiticizes the tweet,,,cnn2016
371,1676.0,1.0,2016,,https://www.cnn.com/2016/10/18/politics/donald-trump-rigged-vote-twitter-2012/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,conflict,,negative,no,no,other,trigger,ctiticizes the tweet,,,cnn2016
372,1676.0,1.0,2016,,https://www.cnn.com/2016/10/18/politics/donald-trump-rigged-vote-twitter-2012/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,conflict,,negative,no,no,other,trigger,ctiticizes the tweet,,,cnn2016
373,1676.0,1.0,2016,,https://www.cnn.com/2016/10/18/politics/donald-trump-rigged-vote-twitter-2012/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded_cited,morality,,positive,no,no,other,trigger,neutral,,,cnn2016
374,1678.0,1.0,2016,,https://www.cnn.com/2016/10/20/politics/al-smith-dinner-hillary-clinton-donald-tump/index.html,cnn,soft news,media,conflict,,negative,no,no,no,no,no,yes,yes,no,yes,yes,1.0,0.0,trump,cited,conflict,,negative,no,no,media,non-primary source,neutral,,,cnn2016
375,1679.0,1.0,2016,,https://www.cnn.com/2016/10/20/politics/supreme-court-2016-election-decision/index.html,cnn,editorial,horserace,conflict,,negative,no,yes,yes,yes,yes,yes,yes,no,yes,yes,1.0,0.0,trump,embedded_cited,conflict,,negative,no,no,attack,illustration,ctiticizes the tweet,,,cnn2016
376,1680.0,1.0,2016,,https://www.cnn.com/2016/10/21/politics/clinton-tweet-trump-joke/index.html,cnn,soft news,horserace,conflict,,negative,no,no,no,no,no,yes,no,no,yes,no,2.0,0.0,trump,embedded_cited,human interest,,positive,no,no,horserace,trigger,amplifies the tweet,,,cnn2016
377,1680.0,1.0,2016,,https://www.cnn.com/2016/10/21/politics/clinton-tweet-trump-joke/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,biden,embedded,conflict,,negative,no,no,attack,trigger,amplifies the tweet,,,cnn2016
378,1681.0,1.0,2016,,https://www.cnn.com/2016/10/25/politics/donald-trump-polls-rigged-oversampling-democrats/index.html,cnn,editorial,media,conflict,,negative,no,yes,yes,no,yes,no,no,no,no,no,,,trump,embedded_cited,conflict,,negative,yes,yes,media,illustration,ctiticizes the tweet,,,cnn2016
379,1682.0,1.0,2016,,https://www.cnn.com/2016/10/25/politics/obama-mean-tweets-jimmy-kimmel/index.html,cnn,soft news,other,conflict,,negative,no,no,no,no,no,yes,2.0,no,no,no,1.0,0.0,trump,cited,conflict,,negative,yes,no,attack,trigger,neutral,,,cnn2016
380,1683.0,1.0,2016,,https://www.cnn.com/2016/10/26/politics/rudy-giuliani-obamacare-fraud-donald-trump/index.html,cnn,soft news,policy issue,conflict,,negative,no,yes,yes,no,no,yes,yes,no,no,yes,1.0,0.0,trump,paraphrased_linked,conflict,,negative,yes,no,policy issue,non-primary source,neutral,,,cnn2016
381,1684.0,1.0,2016,,https://www.cnn.com/2016/10/27/politics/donald-trump-texas-vote-flipping/index.html,cnn,soft news,campaign event or info,conflict,,negative,no,yes,yes,no,yes,yes,no,yes,no,no,1.0,0.0,trump,embedded_cited,conflict,,negative,yes,no,campaign event or info,illustration,ctiticizes the tweet,,,cnn2016
382,1685.0,1.0,2016,,https://www.cnn.com/2016/10/27/politics/plane-carrying-pence-skids-off-runway/index.html,cnn,hard news,other,human interest,,3.0,no,no,no,no,yes,yes,no,no,no,no,2.0,3.0,pence,embedded_cited,human interest,,positive,no,no,other,illustration,neutral,,,cnn2016
383,1685.0,1.0,2016,,https://www.cnn.com/2016/10/27/politics/plane-carrying-pence-skids-off-runway/index.html,cnn,,,,,,,,,,no,no,no,no,no,no,,,biden,embedded_cited,human interest,,positive,no,no,other,illustration,neutral,,,cnn2016
384,1686.0,1.0,2016,,https://www.cnn.com/2016/10/28/politics/donald-trump-mike-tyson-don-king/index.html,cnn,soft news,character traits,conflict,morality,negative,no,no,no,yes,no,yes,no,no,no,no,1.0,0.0,trump,cited,human interest,,positive,no,no,endorsement,illustration,neutral,,,cnn2016
385,1687.0,1.0,2016,,https://www.cnn.com/2016/10/28/politics/hillary-clinton-email-timeline/index.html,cnn,soft news,scandal,conflict,,negative,no,no,yes,no,yes,yes,no,no,no,no,1.0,0.0,biden,cited_linked,responsibility,,3.0,no,no,scandal,non-primary source,neutral,,,cnn2016
386,1688.0,1.0,2016,,https://www.cnn.com/2016/10/31/politics/halloween-2016-politicians-tweet/index.html,cnn,soft news,other,human interest,,3.0,no,no,no,no,no,yes,yes,no,no,no,1.0,11.0,biden,embedded,conflict,,negative,no,no,policy issue,illustration,neutral,,,cnn2016
387,1689.0,1.0,2016,,https://www.cnn.com/2016/10/31/politics/trump-pentagon-mosul-differ/index.html,cnn,soft news,policy issue,conflict,,negative,no,no,no,no,yes,yes,no,no,no,yes,1.0,0.0,trump,embedded_cited,conflict,,negative,no,no,policy issue,illustration,ctiticizes the tweet,,,cnn2016
388,1690.0,1.0,2016,,https://www.cnn.com/2016/11/03/opinions/trump-isis-both-use-fear-winter-opinion/index.html,cnn,editorial,policy issue,conflict,responsibility,negative,no,yes,yes,no,yes,yes,no,no,no,no,1.0,0.0,trump,embedded_cited,conflict,,negative,yes,no,policy issue,illustration,ctiticizes the tweet,,,cnn2016
389,1691.0,1.0,2016,,https://www.cnn.com/2016/11/03/politics/donald-trump-2016-election-campaign-discipline/index.html,cnn,editorial,attack,conflict,,negative,no,no,no,no,no,yes,no,no,no,no,1.0,0.0,biden,cited_paraphrased,conflict,,negative,no,no,attack,illustration,neutral,,,cnn2016
390,1692.0,1.0,2016,,https://www.cnn.com/2016/11/04/politics/bill-clinton-melania-trump-2016-election-donald-trump-cyberbulling/index.html,cnn,soft news,attack,conflict,,negative,no,no,no,yes,no,yes,no,no,no,no,1.0,0.0,trump,cited,conflict,,negative,yes,no,attack,illustration,ctiticizes the tweet,,,cnn2016
391,1694.0,1.0,2016,,https://www.cnn.com/2016/11/08/politics/tapper-tweet-trump-cnn-tv/index.html,cnn,soft news,attack,conflict,,negative,no,yes,yes,no,no,no,no,no,yes,no,1.0,1.0,trump,embedded_cited,conflict,,negative,yes,no,campaign event or info,trigger,ctiticizes the tweet,,,cnn2016
392,1701.0,1.0,2016,,https://www.cnn.com/videos/us/2016/09/08/donald-trump-nbc-town-hall-military-sexual-assault-sot.cnn,cnn,soft news,attack,conflict,,negative,no,no,no,no,no,no,no,no,no,no,1.0,0.0,trump,paraphrased,conflict,,negative,no,no,policy issue,trigger,ctiticizes the tweet,,,cnn2016
393,1703.0,1.0,2016,,https://www.foxnews.com/opinion/heather-macdonald-the-left-freaks-out-over-trumps-tape-but-loves-culturally-lewd-behavior,fox,editorial,scandal,morality,conflict,negative,yes,no,no,yes,no,yes,no,no,yes,yes,1.0,0.0,biden,cited,conflict,,negative,no,no,scandal,non-primary source,ctiticizes the tweet,,,fox2016
394,1706.0,1.0,2016,,https://www.foxnews.com/politics/clinton-says-she-regrets-calling-trump-supporters-deplorables,fox,editorial,attack,conflict,,negative,no,no,no,yes,no,yes,yes,no,no,yes,1.0,0.0,trump,cited,conflict,,negative,no,no,attack,illustration,neutral,,,fox2016
395,1707.0,1.0,2016,,https://www.foxnews.com/politics/democrats-raise-funds-for-gop-after-north-carolina-headquarters-firebombed,fox,soft news,other,conflict,,negative,no,no,no,no,no,yes,yes,no,yes,yes,1.0,2.0,trump,cited,human interest,,positive,no,no,other,non-primary source,neutral,,,fox2016
396,1710.0,1.0,2016,,https://www.foxnews.com/politics/kaine-the-interrupter-hit-for-debate-demeanor,fox,soft news,campaign event or info,conflict,,negative,no,no,no,no,no,yes,yes,no,yes,yes,2.0,0.0,trump,embedded,human interest,,positive,no,no,campaign event or info,illustration,neutral,,,fox2016
397,1710.0,1.0,2016,,https://www.foxnews.com/politics/kaine-the-interrupter-hit-for-debate-demeanor,fox,,,,,,,,,,no,no,no,no,no,no,,,biden,embedded,human interest,,positive,no,no,campaign event or info,illustration,neutral,,,fox2016
398,1711.0,1.0,2016,,https://www.foxnews.com/politics/media-rigging-election-press-hits-back-hard-at-trumps-rhetoric,fox,soft news,campaign event or info,conflict,,negative,no,no,no,no,no,no,no,no,no,no,2.0,0.0,trump,cited,conflict,,negative,yes,no,media,non-primary source,neutral,,,fox2016
399,1711.0,1.0,2016,,https://www.foxnews.com/politics/media-rigging-election-press-hits-back-hard-at-trumps-rhetoric,fox,,,,,,,,,,no,no,no,no,no,no,,,trump,cited,conflict,,negative,yes,no,media,non-primary source,neutral,,,fox2016
400,1713.0,1.0,2016,,https://www.foxnews.com/politics/north-carolina-gop-headquarters-firebombed,fox,hard news,campaign event or info,conflict,responsibility,negative,no,no,no,no,no,yes,yes,no,no,no,2.0,1.0,trump,cited,human interest,,positive,no,no,other,non-primary source,neutral,,,fox2016
401,1713.0,1.0,2016,,https://www.foxnews.com/politics/north-carolina-gop-headquarters-firebombed,fox,,,,,,,,,,no,no,no,no,no,no,,,biden,cited,human interest,,positive,no,no,other,non-primary source,neutral,,,fox2016
402,1714.0,1.0,2016,,https://www.foxnews.com/politics/obama-mixes-talk-of-mean-tweets-politics-on-jimmy-kimmel,fox,soft news,attack,conflict,,negative,no,no,no,no,no,no,yes,no,yes,no,1.0,0.0,trump,cited,conflict,,negative,yes,no,attack,trigger,neutral,,,fox2016
403,1715.0,1.0,2016,,https://www.foxnews.com/politics/pence-says-gennifer-flowers-will-not-attend-trump-clinton-debate,fox,soft news,campaign event or info,conflict,,negative,no,no,no,no,no,yes,no,no,no,no,1.0,0.0,pence,cited,conflict,,3.0,no,no,scandal,illustration,neutral,,,fox2016
404,1717.0,1.0,2016,,https://www.foxnews.com/politics/plane-carrying-pence-skids-off-runway-at-laguardia-airport,fox,hard news,other,human interest,,3.0,no,no,no,no,yes,yes,yes,no,yes,no,2.0,3.0,pence,embedded,human interest,,positive,no,no,other,non-primary source,neutral,,,fox2016
405,1717.0,1.0,2016,,https://www.foxnews.com/politics/plane-carrying-pence-skids-off-runway-at-laguardia-airport,fox,,,,,,,,,,no,no,no,no,no,no,,,biden,embedded,human interest,,positive,no,no,other,non-primary source,neutral,,,fox2016
406,1718.0,1.0,2016,,https://www.foxnews.com/politics/team-trump-relentless-on-saying-media-rigging-election-but-vows-to-accept-results,fox,soft news,media,conflict,,negative,no,no,no,no,no,yes,no,no,yes,no,2.0,0.0,trump,cited,conflict,,negative,yes,yes,media,illustration,neutral,,,fox2016
407,1718.0,1.0,2016,,https://www.foxnews.com/politics/team-trump-relentless-on-saying-media-rigging-election-but-vows-to-accept-results,fox,,,,,,,,,,no,no,no,no,no,no,,,trump,cited,conflict,,negative,yes,yes,media,illustration,neutral,,,fox2016
408,1720.0,1.0,2016,,https://www.foxnews.com/politics/trump-appears-to-brush-off-powells-criticisms-revealed-in-email-leak,fox,soft news,attack,conflict,,negative,no,no,no,no,no,yes,yes,no,no,no,1.0,0.0,trump,cited,conflict,,negative,no,no,attack,illustration,neutral,,,fox2016
409,1721.0,1.0,2016,,https://www.foxnews.com/politics/trump-camp-returns-fire-targets-clintons-treatment-of-women,fox,soft news,attack,conflict,,negative,no,yes,yes,no,no,yes,yes,no,no,yes,4.0,0.0,trump,embedded,conflict,,negative,no,no,attack,illustration,neutral,,,fox2016
410,1721.0,1.0,2016,,https://www.foxnews.com/politics/trump-camp-returns-fire-targets-clintons-treatment-of-women,fox,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded,conflict,,negative,yes,no,attack,illustration,neutral,,,fox2016
411,1721.0,1.0,2016,,https://www.foxnews.com/politics/trump-camp-returns-fire-targets-clintons-treatment-of-women,fox,,,,,,,,,,no,no,no,no,no,no,,,trump,embedded,conflict,,negative,yes,no,attack,illustration,neutral,,,fox2016
412,1721.0,1.0,2016,,https://www.foxnews.com/politics/trump-camp-returns-fire-targets-clintons-treatment-of-women,fox,,,,,,,,,,no,no,no,no,no,no,,,trump,paraphrased,conflict,,negative,no,no,attack,illustration,neutral,,,fox2016
